sec,nsec,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
96,484000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,504000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,524000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,544000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,564000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,584000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,604000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,624000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,644000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,664000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,684000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,704000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,724000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,744000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,764000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,784000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,804000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,824000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,844000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,864000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,884000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,904000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,924000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,944000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,964000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
96,984000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,4000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,24000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,44000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,64000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,84000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,104000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,124000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,144000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,164000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,184000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,204000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,224000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,244000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
97,264000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
