sec,nsec,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
106,324000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,344000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,364000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,384000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,404000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,424000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,444000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,464000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,484000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,504000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,524000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,544000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,564000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,584000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,604000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,624000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,644000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,664000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,684000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,704000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
106,724000000,-4,-2,0.0549976,1.22384e-16,2.32567e-16,-3.12052e-17,0,0,0,0,0,0
