sec,nsec,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
107,694000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,714000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,734000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,754000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,774000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,794000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,814000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,834000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,854000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,874000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,894000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,914000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,934000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,954000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,974000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
107,994000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,14000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,34000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,54000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,74000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,94000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,114000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,134000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,154000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,174000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,194000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,214000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,234000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,254000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,274000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,294000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,314000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,334000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,354000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,374000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
108,394000000,3.15801e-17,-1,0.0549976,1.5769e-16,7.58966e-16,-1.64938e-17,0,0,0,0,0,0
