Time[us]
38680
1241
2
2
258
453
718
744
1
0
0
211
1
446
295
1
0
0
0
0
3077
1
63
470
7
0
0
725
1
617
600
577
10
624
1
574
787
604
203
385
608
1
3
2055
1210
1629
503
321
392
570
201
384
578
1
474
324
388
1
568
1
592
1802
1800
1291
6
709
1
625
1
691
5
0
0
638
632
1
530
123
1
693
37
1
714
170
521
1
598
549
122
656
1
584
1
0
600
1
590
1
595
11
283
733
154
468
790
145
739
615
674
643
536
126
619
627
622
5
647
445
2335
3
799
1344
2059
1426
1427
863
157
648
1
1991
143
446
1
639
635
645
1
0
714
1
534
152
645
1
0
637
493
151
661
38
419
1
624
641
11
496
145
211
516
611
1
776
150
548
989
179
1
458
227
451
680
627
760
146
522
1
0
646
1
716
533
1
3
1947
772
147
510
623
11
482
365
418
622
680
612
1
622
1
0
622
616
638
819
145
525
652
655
1
638
8
216
446
1
658
608
1
706
412
141
1
531
344
393
593
626
645
823
224
588
412
599
592
1
604
1
581
1
222
391
557
1
216
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
4
1545
646
3
2
2
2
2
2
2
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
3
1
0
0
0
0
3
3
2
2
2
2
2
2
2
2
2
2
2
1
1
1
0
0
0
0
3
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
3
3
2
2
2
2
2
2
2
0
0
0
0
0
0
0
0
0
1
868
1
276
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
3
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
3
2
2
2
2
2
2
2
2
2
2
2
1
0
0
0
0
3
3
2
2
2
1673
595
460
1
236
3
2
2
2
2
3
2
4
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
3
2
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
3
2
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
0
0
0
0
0
0
0
0
0
0
4
1791
3
695
3
2
2
2
2
2
2
2
2
2
2
2
2
1560
694
1212
3
628
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
0
0
0
0
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
0
0
0
0
4
3
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
3
2
2
2
2
2
2
2
2
2
2
3
2
2
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
3
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
1
0
0
0
0
0
2
1
0
0
0
0
0
0
0
0
3
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
2
2
2
2
2
2
2
2
2
2
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
2
1
1
1
3
3
2
2
2
2
2
2
2
2
2
2
2
1
1
0
0
0
0
0
0
