Time[us]
32392
5026
293
2924
5
3280
5
3833
5
4403
8394
1289
2
812
1161
2183
404
1349
1140
25
1230
3
1169
3
1442
4
1177
1521
798
1487
104
787
1267
2
1105
2
1070
2136
1191
1148
480
788
1130
1114
2
1102
2071
2
1076
2
1145
2
1160
1268
65
723
2
1631
834
1417
837
1209
18
1148
2
1473
71
770
1323
2161
85
855
1597
1561
1237
804
1099
1129
1062
1098
1190
1080
1059
1115
1058
1040
1160
2
818
1060
1162
1081
1104
1325
1476
971
1080
1077
1473
747
1103
1245
1459
778
607
1197
1158
1863
403
1132
2154
568
1279
1183
1104
1071
894
1035
730
1945
56
1898
2043
1406
1034
1734
894
1253
2129
1053
2433
69
757
2065
1248
1412
744
2
2229
1782
1466
1764
1063
1104
2103
2
1454
88
980
2
1977
1272
802
1283
2
2331
1017
2296
19
1092
2257
76
744
2106
1206
1079
2
1087
1064
2
1100
2251
2
1866
1292
1262
1031
146
929
15
1167
2
1116
2
1191
719
2
1496
214
1113
795
11
1874
1282
2
1073
2
1048
2
1805
865
606
1158
984
2037
1110
880
1266
1093
3475
3233
1183
1098
1087
1889
1049
243
6016
2244
1890
1866
431
745
1328
2
1
1
0
1
0
0
0
1
1
1
7
6
5
4
4
4
4
28
6
2
1
0
0
0
0
0
1
0
0
0
0
1
1
0
0
0
1
0
1
0
0
0
1
1
0
0
1
0
0
0
5
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
2
0
1
1
2
3
1
0
0
0
1557
2
1
0
0
0
0
0
0
0
0
0
6
4
6
4
4
4
4
4
4
4
4
4
4
4
4
3
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
2
1
1
1
1
1
0
0
0
0
1
1
1
1
1
1
0
0
0
1
1
0
0
1
1
0
0
1
1
1
0
0
0
0
1
4
2
1
0
0
6
4
5
5
4
4
4
5
5
6
4
4
4
4
3
3
3
3
5
5
4
5
4
4
4
3
3
3
4
4
4
2862
3073
3568
2
1
0
0
0
0
0
0
0
5
2
1
1
1
0
0
0
4
2
1
4
1
0
0
0
0
1
0
0
0
0
0
0
0
2
1
0
0
0
1357
2
1
1
0
0
1
0
2
0
0
0
0
0
0
0
0
0
1
0
0
0
2
1
0
0
6
4
5
4
4
3
3
4
4
4
6
5
5
4
4
4
4
4
8
5
5
4
5
4
4
4
4
3
4
4
5
4
4
2
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
2
1
1
1
0
0
0
0
0
6
5
6
5
4
4
4
4
4
5
4
3253
804
398
2
1
0
0
0
0
1
1
0
0
0
0
0
0
1
0
6
4
5
2
1
1
1
1
1
1
1
1
1
1
1
